,location,total_sqft,bath,price,BHK
7159,Vijayanagar,1490,3.0,10000000,3
7160,Vijayanagar,1180,2.0,6500000,2
7161,Vijayanagar,606,1.0,3478000,1
7162,Vijayanagar,1352,2.0,6800000,2
7163,Vijayanagar,1527,3.0,11500000,3
7164,Vijayanagar,989,2.0,6000000,2
7165,Vijayanagar,1520,2.0,10300000,3
7166,Vijayanagar,1749,3.0,11700000,3
7167,Vijayanagar,1046,2.0,7500000,2
7168,Vijayanagar,606,1.0,4000000,1
7169,Vijayanagar,1200,2.0,6200000,2
7172,Vijayanagar,1760,3.0,14000000,3
7173,Vijayanagar,2047,3.0,13600000,3
7174,Vijayanagar,1200,2.0,7500000,3
7175,Vijayanagar,1178,2.0,8200000,2
7176,Vijayanagar,864,2.0,4500000,2
7177,Vijayanagar,2100,6.0,25200000,4
7178,Vijayanagar,920,2.0,6000000,2
7179,Vijayanagar,1019,2.0,5800000,2
7180,Vijayanagar,2400,6.0,12500000,5
7181,Vijayanagar,1180,2.0,8600000,2
7182,Vijayanagar,1046,2.0,4906000,2
7183,Vijayanagar,492,1.0,4000000,1
7185,Vishveshwarya Layout,750,1.0,3000000,1
7186,Vishveshwarya Layout,2000,4.0,7500000,4
7187,Vishveshwarya Layout,2100,6.0,9200000,6
7188,Vishveshwarya Layout,2000,3.0,9000000,4
7189,Vishwapriya Layout,820,2.0,3000000,2
7190,Vishwapriya Layout,770,2.0,3000000,2
7191,Vishwapriya Layout,910,2.0,3600000,2
7192,Vishwapriya Layout,890,2.0,3700000,2
7193,Vittasandra,1404,2.0,7100000,2
7194,Vittasandra,1246,2.0,6700000,2
7195,Vittasandra,1404,2.0,6930000,2
7196,Vittasandra,1246,2.0,6730000,2
7197,Vittasandra,1246,2.0,6450000,2
7198,Vittasandra,1246,2.0,6450000,2
7199,Vittasandra,1246,2.0,6800000,2
7201,Vittasandra,1238,2.0,6700000,2
7202,Vittasandra,1404,2.0,7500000,2
7203,Vittasandra,1246,2.0,6500000,2
7204,Vittasandra,1238,2.0,6700000,2
7205,Vittasandra,1246,2.0,6740000,2
7206,Vittasandra,1259,2.0,6740000,2
7207,Vittasandra,1404,2.0,6880000,2
7208,Vittasandra,1246,2.0,6230000,2
7209,Vittasandra,1246,2.0,6300000,2
7210,Vittasandra,1246,2.0,6740000,2
7211,Vittasandra,1246,2.0,6540000,2
7213,Vittasandra,1238,2.0,6731999,2
7214,Vittasandra,1246,2.0,6740000,2
7216,Vittasandra,1246,2.0,6730000,2
7217,Vittasandra,1404,2.0,7000000,2
7218,Vittasandra,1259,2.0,6748000,2
7219,Vittasandra,1404,2.0,7500000,2
7221,Vittasandra,1246,2.0,6700000,2
7224,Vittasandra,1404,2.0,7200000,2
7225,Vittasandra,1246,2.0,6750000,2
7226,Vittasandra,1246,2.0,6750000,2
7227,Vittasandra,1404,2.0,7000000,2
7228,Vittasandra,1246,2.0,6500000,2
7229,Vittasandra,1246,2.0,6740000,2
7233,Whitefield,1610,3.0,8100000,3
7234,Whitefield,1459,2.0,9482000,2
7241,Whitefield,1910,3.0,16100000,3
7242,Whitefield,3252,4.0,23000000,4
7245,Whitefield,1150,2.0,7000000,2
7246,Whitefield,1768,3.0,10100000,3
7248,Whitefield,1600,3.0,8600000,3
7249,Whitefield,4144,4.0,31500000,4
7250,Whitefield,4104,4.0,36000000,4
7251,Whitefield,1790,3.0,10000000,3
7252,Whitefield,1720,3.0,10000000,3
7254,Whitefield,1640,4.0,9100000,3
7257,Whitefield,2280,4.0,12600000,3
7261,Whitefield,1897,3.0,13000000,3
7262,Whitefield,2225,2.0,12500000,3
7263,Whitefield,3606,2.0,30400000,4
7266,Whitefield,2268,3.0,16300000,4
7269,Whitefield,2400,4.0,20000000,4
7271,Whitefield,1360,2.0,9500000,2
7273,Whitefield,1697,3.0,9479000,3
7274,Whitefield,3000,5.0,25000000,4
7275,Whitefield,1700,3.0,11500000,3
7278,Whitefield,2842,3.0,16200000,3
7282,Whitefield,1500,3.0,13000000,3
7285,Whitefield,1405,2.0,7800000,3
7286,Whitefield,2225,3.0,11500000,3
7287,Whitefield,1272,2.0,9505000,2
7290,Whitefield,1192,2.0,7100000,2
7294,Whitefield,1626,3.0,8900000,3
7295,Whitefield,1585,3.0,8800000,3
7296,Whitefield,660,2.0,2858500,1
7298,Whitefield,1280,2.0,8500000,2
7299,Whitefield,1200,3.0,6850000,3
7300,Whitefield,4000,4.0,33000000,4
7301,Whitefield,1697,3.0,10800000,3
7303,Whitefield,3606,4.0,31200000,4
7304,Whitefield,1485,2.0,9000000,2
7305,Whitefield,950,1.0,5000000,1
7306,Whitefield,3584,4.0,19900000,4
7307,Whitefield,825,1.0,4500000,1
7310,Whitefield,1635,2.0,8500000,3
7311,Whitefield,1216,2.0,7900000,2
7317,Whitefield,920,2.0,6300000,2
7319,Whitefield,1170,2.0,7100000,2
7320,Whitefield,1118,2.0,7500000,2
7321,Whitefield,1800,3.0,11000000,3
7322,Whitefield,1562,3.0,10300000,3
7325,Whitefield,2321,4.0,12800000,3
7326,Whitefield,1320,2.0,9500000,2
7329,Whitefield,3010,3.0,20000000,3
7330,Whitefield,1346,2.0,9617000,2
7334,Whitefield,2500,4.0,15500000,4
7335,Whitefield,905,1.0,5500000,1
7337,Whitefield,2268,3.0,14600000,4
7340,Whitefield,613,1.0,3279000,1
7341,Whitefield,3537,5.0,21000000,4
7343,Whitefield,1697,3.0,11500000,3
7347,Whitefield,3250,5.0,29000000,5
7352,Whitefield,3227,5.0,25000000,5
7353,Whitefield,1545,3.0,7900000,3
7356,Whitefield,3262,4.0,26000000,4
7358,Whitefield,1132,2.0,7928000,2
7361,Whitefield,2830,5.0,16000000,4
7364,Whitefield,3480,4.0,28400000,3
7367,Whitefield,524,1.0,3438500,1
7369,Whitefield,1320,2.0,7950000,2
7370,Whitefield,750,2.0,5270000,2
7371,Whitefield,1200,3.0,6196000,3
7376,Whitefield,1650,2.0,11319000,3
7378,Whitefield,3445,5.0,27000000,4
7379,Whitefield,1700,3.0,14000000,3
7380,Whitefield,1405,2.0,8450000,2
7382,Whitefield,3252,4.0,28000000,4
7384,Whitefield,1150,2.0,9000000,2
7385,Whitefield,2400,4.0,14700000,4
7387,Whitefield,624,1.0,3500000,1
7390,Whitefield,1700,3.0,9500000,3
7391,Whitefield,2928,4.0,19800000,4
7393,Whitefield,2700,5.0,17500000,3
7394,Whitefield,1216,2.0,8400000,2
7395,Whitefield,2882,5.0,20400000,4
7396,Whitefield,1840,3.0,14000000,3
7397,Whitefield,1778,3.0,12200000,3
7399,Whitefield,650,1.0,2500000,1
7400,Whitefield,2155,3.0,12500000,4
7401,Whitefield,905,1.0,5200000,1
7406,Whitefield,1216,2.0,7500000,2
7408,Whitefield,1255,2.0,7700000,2
7409,Whitefield,1216,2.0,7300000,2
7410,Whitefield,524,1.0,3473500,1
7414,Whitefield,1745,3.0,10000000,3
7415,Whitefield,3200,4.0,22400000,4
7417,Whitefield,825,1.0,4490000,1
7421,Whitefield,1870,3.0,13800000,3
7424,Whitefield,1862,3.0,12500000,3
7425,Whitefield,1655,3.0,11300000,3
7426,Whitefield,530,1.0,2944000,1
7428,Whitefield,905,1.0,5000000,1
7429,Whitefield,1600,3.0,8200000,3
7430,Whitefield,1230,4.0,8000000,4
7432,Whitefield,613,1.0,3215000,1
7433,Whitefield,905,1.0,5200000,1
7437,Whitefield,1216,2.0,8300000,2
7442,Whitefield,4075,5.0,22600000,4
7443,Whitefield,1216,2.0,7500000,2
7451,Whitefield,2830,5.0,15850000,4
7454,Whitefield,750,1.0,5100000,1
7457,Whitefield,1173,2.0,7700000,2
7458,Whitefield,1200,3.0,6840000,3
7462,Whitefield,3425,5.0,25000000,4
7465,Whitefield,2830,5.0,15750000,4
7467,Whitefield,2173,3.0,12800000,3
7469,Whitefield,905,1.0,6200000,1
7470,Whitefield,1870,3.0,13800000,3
7471,Whitefield,1320,2.0,9926000,2
7472,Whitefield,2901,4.0,19000000,3
7473,Whitefield,1485,2.0,9651000,2
7474,Whitefield,1755,3.0,10100000,3
7476,Whitefield,2225,3.0,14900000,3
7477,Whitefield,1250,2.0,8200000,2
7479,Whitefield,605,1.0,4000000,1
7482,Whitefield,2210,3.0,15600000,3
7483,Whitefield,1173,2.0,7820000,2
7484,Whitefield,1740,4.0,13000000,3
7485,Whitefield,1216,2.0,7500000,2
7487,Whitefield,1655,3.0,12000000,3
7488,Whitefield,4003,6.0,30000000,4
7490,Whitefield,1180,2.0,7000000,2
7492,Whitefield,2023,4.0,13000000,3
7493,Whitefield,2134,4.0,11800000,3
7496,Whitefield,905,1.0,6000000,1
7502,Whitefield,1452,3.0,9000000,3
7503,Whitefield,2850,5.0,24000000,4
7506,Whitefield,2830,5.0,19000000,4
7507,Whitefield,1295,2.0,7850000,2
7508,Whitefield,840,1.0,5760000,1
7509,Whitefield,540,1.0,1982999,1
7510,Whitefield,1991,3.0,10400000,3
7513,Whitefield,1655,3.0,9700000,3
7514,Whitefield,1850,3.0,15000000,3
7515,Whitefield,1200,3.0,6777000,3
7516,Whitefield,1290,2.0,9000000,2
7519,Whitefield,1216,2.0,7500000,2
7520,Whitefield,1356,2.0,9484000,2
7521,Whitefield,1338,2.0,10300000,2
7524,Whitefield,3450,4.0,20800000,3
7528,Whitefield,1267,2.0,9033000,2
7529,Whitefield,2400,4.0,14300000,4
7530,Whitefield,1836,3.0,12500000,3
7532,Whitefield,1275,2.0,6500000,3
7535,Whitefield,1216,2.0,8200000,2
7537,Whitefield,1564,3.0,10300000,3
7538,Whitefield,1585,3.0,8400000,3
7541,Whitefield,1558,3.0,9000000,3
7542,Whitefield,1216,2.0,7500000,2
7544,Whitefield,1704,3.0,12000000,3
7549,Whitefield,1300,2.0,7800000,2
7550,Whitefield,1570,3.0,8800000,3
7551,Whitefield,1216,2.0,8403000,2
7553,Whitefield,1216,2.0,7250000,2
7555,Whitefield,2025,4.0,11500000,3
7556,Whitefield,1346,2.0,10000000,3
7560,Whitefield,2990,3.0,19800000,4
7563,Whitefield,1720,3.0,9897000,3
7564,Whitefield,1600,3.0,9500000,3
7565,Whitefield,1655,3.0,10800000,3
7566,Whitefield,1740,3.0,9500000,3
7568,Whitefield,1350,2.0,8800000,2
7570,Whitefield,1216,2.0,8000000,2
7571,Whitefield,2900,4.0,22500000,4
7572,Whitefield,1340,2.0,10100000,2
7574,Whitefield,1500,3.0,7856999,3
7575,Whitefield,1626,3.0,8500000,3
7579,Whitefield,1270,2.0,6500000,3
7580,Whitefield,3117,3.0,26100000,3
7581,Whitefield,1216,2.0,7300000,2
7583,Whitefield,3150,3.0,29000000,3
7585,Whitefield,2956,5.0,23400000,4
7589,Whitefield,2247,3.0,14500000,3
7590,Whitefield,3940,5.0,26500000,4
7594,Whitefield,1180,2.0,7700000,2
7595,Whitefield,2140,3.0,13900000,3
7596,Whitefield,1314,2.0,8400000,2
7603,Whitefield,1431,3.0,8500000,3
7604,Whitefield,524,1.0,2900000,1
7605,Whitefield,2830,4.0,16100000,4
7606,Whitefield,2135,3.0,14900000,4
7608,Whitefield,3075,2.0,18800000,4
7609,Whitefield,1760,3.0,16000000,3
7610,Whitefield,1655,3.0,11000000,3
7611,Whitefield,840,1.0,5700000,1
7612,Whitefield,1725,3.0,10600000,3
7615,Whitefield,516,1.0,3900000,1
7617,Whitefield,1639,3.0,10700000,3
7618,Whitefield,1820,3.0,11300000,3
7620,Whitefield,3565,4.0,21800000,4
7621,Whitefield,3410,5.0,25300000,4
7624,Whitefield,4500,4.0,33000000,4
7625,Whitefield,1250,2.0,8500000,2
7627,Whitefield,1277,2.0,7700000,2
7628,Whitefield,1820,3.0,14000000,3
7629,Whitefield,3453,4.0,24700000,4
7635,Whitefield,2280,4.0,12500000,3
7636,Whitefield,2882,5.0,20000000,4
7638,Whitefield,1520,3.0,9263000,3
7643,Whitefield,1270,2.0,9400000,2
7644,Whitefield,1220,2.0,8900000,2
7653,Whitefield,1396,3.0,7400000,3
7662,Whitefield,1615,3.0,9690000,3
7671,Whitefield,1216,2.0,7500000,2
7673,Whitefield,2321,4.0,15700000,3
7674,Whitefield,1224,2.0,7500000,2
7675,Whitefield,1655,3.0,11300000,3
7677,Whitefield,4144,5.0,33100000,5
7680,Whitefield,1200,3.0,6775000,3
7681,Whitefield,2444,4.0,14500000,4
7682,Whitefield,1270,2.0,11000000,2
7683,Whitefield,1660,3.0,11000000,3
7684,Whitefield,1270,2.0,10500000,2
7686,Whitefield,1173,2.0,7820000,2
7687,Whitefield,1362,2.0,8500000,2
7689,Whitefield,1457,2.0,10500000,3
7690,Whitefield,1720,3.0,12800000,3
7694,Whitefield,1564,3.0,10300000,3
7698,Whitefield,1639,3.0,10700000,3
7699,Whitefield,1760,3.0,13900000,3
7700,Whitefield,613,1.0,4800000,1
7701,Whitefield,1730,3.0,12500000,3
7703,Whitefield,877,1.0,5900000,1
7707,Yelachenahalli,1464,2.0,10500000,3
7708,Yelachenahalli,1700,3.0,13000000,3
7709,Yelachenahalli,1080,2.0,5500000,2
7710,Yelachenahalli,1400,2.0,7800000,2
7711,Yelachenahalli,1330,3.0,7350000,3
7712,Yelachenahalli,800,1.0,3000000,2
7713,Yelachenahalli,1100,2.0,6000000,2
7714,Yelachenahalli,1365,2.0,7200000,3
7715,Yelachenahalli,1103,2.0,5500000,2
7716,Yelachenahalli,1000,2.0,5000000,2
7718,Yelahanka,1326,2.0,7800000,2
7725,Yelahanka,1705,3.0,9500000,3
7726,Yelahanka,1234,2.0,8000000,2
7727,Yelahanka,1315,2.0,8500000,2
7730,Yelahanka,697,1.0,4500000,1
7733,Yelahanka,2195,4.0,12700000,3
7735,Yelahanka,1614,3.0,9500000,3
7737,Yelahanka,628,1.0,2400000,1
7740,Yelahanka,654,1.0,3840000,1
7748,Yelahanka,1825,3.0,10500000,3
7749,Yelahanka,1603,3.0,9600000,3
7750,Yelahanka,1304,2.0,7900000,2
7756,Yelahanka,1517,3.0,7630000,3
7760,Yelahanka,1327,2.0,8500000,2
7763,Yelahanka,1566,3.0,9700000,3
7765,Yelahanka,1270,2.0,7800000,2
7766,Yelahanka,1400,2.0,8054000,3
7768,Yelahanka,1322,2.0,8600000,2
7769,Yelahanka,1100,2.0,7000000,2
7770,Yelahanka,1200,2.0,7000000,2
7772,Yelahanka,4000,5.0,22000000,5
7773,Yelahanka,2675,4.0,14000000,4
7775,Yelahanka,654,1.0,3700000,1
7776,Yelahanka,1465,3.0,8001000,3
7780,Yelahanka,1692,3.0,8300000,3
7785,Yelahanka,2145,3.0,12500000,3
7787,Yelahanka,1322,2.0,7500000,2
7790,Yelahanka,602,1.0,2600000,1
7791,Yelahanka,1100,2.0,6000000,2
7792,Yelahanka,1614,2.0,10000000,3
7793,Yelahanka,1890,3.0,10800000,3
7794,Yelahanka,1556,3.0,8600000,3
7795,Yelahanka,1610,4.0,8500000,3
7801,Yelahanka,1859,3.0,10800000,3
7803,Yelahanka,1322,2.0,8000000,2
7806,Yelahanka,2600,4.0,17500000,4
7807,Yelahanka,1305,2.0,7800000,2
7809,Yelahanka,1711,3.0,8561000,3
7810,Yelahanka,1315,2.0,7500000,2
7811,Yelahanka,3600,6.0,20000000,6
7813,Yelahanka,1614,3.0,9500000,3
7814,Yelahanka,1650,3.0,10500000,3
7819,Yelahanka,1620,3.0,9000000,3
7820,Yelahanka,654,1.0,3625000,1
7821,Yelahanka,1614,3.0,9300000,3
7822,Yelahanka,694,1.0,3084000,1
7823,Yelahanka,1115,2.0,6000000,2
7824,Yelahanka,2317,4.0,14000000,3
7825,Yelahanka,1653,3.0,9300000,3
7826,Yelahanka,654,1.0,3800000,1
7828,Yelahanka,1445,2.0,8200000,2
7830,Yelahanka,602,1.0,3800000,1
7831,Yelahanka,697,1.0,3500000,1
7833,Yelahanka,682,1.0,3622999,1
7835,Yelahanka,1560,2.0,9800000,3
7836,Yelahanka,1780,3.0,10700000,3
7837,Yelahanka,1342,2.0,7500000,3
7838,Yelahanka,1823,3.0,10300000,3
7839,Yelahanka,1792,3.0,10400000,3
7840,Yelahanka,1304,2.0,6997000,2
7844,Yelahanka,1705,3.0,9100000,3
7846,Yelahanka,1835,3.0,10800000,3
7847,Yelahanka,1847,3.0,9200000,3
7849,Yelahanka,1890,3.0,10900000,3
7850,Yelahanka,700,1.0,3800000,1
7851,Yelahanka,1491,3.0,8500000,3
7852,Yelahanka,2088,5.0,11000000,4
7855,Yelahanka,3019,6.0,19000000,4
7857,Yelahanka,1600,3.0,10000000,3
7861,Yelahanka,1705,3.0,8500000,3
7862,Yelahanka,1350,2.0,8500000,3
7863,Yelahanka,1633,3.0,11000000,3
7864,Yelahanka,629,1.0,4253500,1
7866,Yelahanka,1355,2.0,7500000,3
7871,Yelahanka,1175,2.0,6777000,2
7872,Yelahanka,1322,2.0,7790000,2
7873,Yelahanka,602,1.0,3300000,1
7874,Yelahanka,1315,2.0,7700000,2
7877,Yelahanka,567,1.0,2500000,1
7879,Yelahanka,602,2.0,3000000,1
7881,Yelahanka,1234,2.0,8000000,2
7884,Yelahanka,1267,3.0,7800000,2
7885,Yelahanka,1360,2.0,7819000,2
7887,Yelahanka New Town,650,1.0,3300000,1
7888,Yelahanka New Town,500,1.0,2000000,1
7889,Yelahanka New Town,440,1.0,1650000,1
7890,Yelahanka New Town,1610,3.0,9200000,3
7891,Yelahanka New Town,1700,3.0,9000000,3
7892,Yelahanka New Town,650,1.0,2000000,1
7893,Yelahanka New Town,350,1.0,1350000,1
7894,Yelahanka New Town,1541,3.0,8000000,3
7895,Yelahanka New Town,1385,2.0,6500000,2
7896,Yelahanka New Town,500,2.0,2400000,1
7897,Yelahanka New Town,650,1.0,1700000,1
7898,Yelahanka New Town,450,1.0,1600000,1
7899,Yelahanka New Town,1599,3.0,8000000,3
7900,Yelahanka New Town,960,2.0,5000000,2
7902,Yelahanka New Town,1209,2.0,6500000,3
7903,Yelahanka New Town,1400,2.0,8000000,3
7904,Yelahanka New Town,450,1.0,1500000,1
7905,Yelahanka New Town,500,1.0,1800000,1
7906,Yelahanka New Town,1420,2.0,7500000,3
7907,Yelahanka New Town,2437,3.0,12500000,3
7908,Yelahanka New Town,488,1.0,2000000,1
7909,Yelahanka New Town,1100,2.0,5800000,2
7912,Yelahanka New Town,1000,2.0,4400000,2
7913,Yelahanka New Town,650,1.0,1800000,1
7915,Yelahanka New Town,1740,3.0,15000000,3
7916,Yelahanka New Town,1290,2.0,7000000,2
7917,Yelahanka New Town,1000,2.0,4800000,3
7918,Yelenahalli,1240,2.0,4712000,2
7919,Yelenahalli,1200,2.0,4617000,2
7921,Yelenahalli,1260,2.0,4788000,2
7923,Yelenahalli,1175,2.0,5000000,2
7924,Yelenahalli,1650,3.0,6800000,3
7925,Yelenahalli,1200,2.0,4560000,2
7926,Yelenahalli,1200,2.0,4617000,2
7927,Yelenahalli,1160,2.0,4408000,2
7929,Yeshwanthpur,1693,3.0,10800000,3
7930,Yeshwanthpur,667,1.0,3685000,1
7931,Yeshwanthpur,1950,4.0,13000000,4
7933,Yeshwanthpur,665,1.0,3685000,1
7937,Yeshwanthpur,671,1.0,3685000,1
7938,Yeshwanthpur,1852,3.0,16000000,3
7939,Yeshwanthpur,1250,2.0,9581500,2
7940,Yeshwanthpur,668,1.0,3685000,1
7941,Yeshwanthpur,1185,2.0,7584000,2
7942,Yeshwanthpur,1195,2.0,10000000,2
7943,Yeshwanthpur,1313,3.0,9600000,3
7944,Yeshwanthpur,1400,2.0,10000000,2
7947,Yeshwanthpur,673,1.0,3685000,1
7948,Yeshwanthpur,704,2.0,4947500,2
7951,Yeshwanthpur,540,1.0,4174499,1
7953,Yeshwanthpur,669,1.0,3685000,1
7957,Yeshwanthpur,670,1.0,3685000,1
7960,Yeshwanthpur,1240,2.0,8000000,2
7961,Yeshwanthpur,1713,3.0,11000000,3
7962,Yeshwanthpur,1144,2.0,6700000,2
7963,Yeshwanthpur,1541,2.0,13000000,2
7965,Yeshwanthpur,1362,2.0,10000000,2
7966,Yeshwanthpur,666,1.0,3679999,1
7967,Yeshwanthpur,1855,3.0,14000000,3
7969,Yeshwanthpur,1165,2.0,8500000,2
7972,Yeshwanthpur,1825,3.0,14500000,3
7974,Yeshwanthpur,994,2.0,5467000,1
7975,Yeshwanthpur,650,1.0,4000000,1
7976,Yeshwanthpur,1855,3.0,14000000,3
7977,Yeshwanthpur,1500,3.0,10000000,3
7982,Yeshwanthpur,674,1.0,3685000,1
7984,Yeshwanthpur,672,1.0,3685000,1
7987,Yeshwanthpur,1195,2.0,10000000,2
7988,Yeshwanthpur,1692,3.0,10800000,3
7990,Yeshwanthpur,2500,5.0,18500000,6
7995,Yeshwanthpur,1855,3.0,13500000,3
7996,Yeshwanthpur,1876,3.0,16000000,3
7998,other,2770,4.0,29000000,3
8003,other,1500,2.0,18500000,2
8005,other,4395,3.0,24000000,3
8006,other,2511,3.0,20500000,3
8007,other,1660,2.0,10500000,3
8009,other,1200,2.0,6500000,2
8010,other,1200,3.0,9000000,3
8014,other,782,2.0,5568000,2
8015,other,1800,3.0,12000000,3
8016,other,1413,2.0,7500000,3
8017,other,945,2.0,5400000,2
8018,other,1870,3.0,11000000,3
8019,other,1260,2.0,8505000,3
8021,other,2795,4.0,23500000,3
8023,other,1904,3.0,15000000,3
8024,other,2000,3.0,17500000,3
8027,other,1500,3.0,10000000,3
8029,other,1783,3.0,11500000,3
8030,other,912,2.0,7000000,3
8033,other,1580,3.0,10000000,3
8034,other,1415,3.0,7800000,3
8036,other,2405,4.0,26000000,3
8037,other,1500,2.0,11500000,2
8042,other,1060,2.0,6000000,2
8043,other,2600,8.0,18000000,8
8045,other,1285,2.0,7250000,2
8046,other,4050,3.0,28000000,3
8049,other,1280,2.0,6900000,2
8050,other,3045,3.0,17000000,3
8053,other,900,2.0,11000000,2
8058,other,1560,3.0,11500000,3
8061,other,1200,4.0,16500000,4
8063,other,1645,3.0,9500000,3
8064,other,1200,2.0,7900000,2
8066,other,1350,2.0,14000000,3
8067,other,1800,3.0,15000000,3
8069,other,1762,3.0,12500000,3
8071,other,1200,3.0,9000000,3
8072,other,2023,3.0,27500000,3
8078,other,2150,4.0,24000000,3
8081,other,3309,4.0,32500000,4
8082,other,5000,9.0,36000000,11
8084,other,1150,2.0,12600000,2
8087,other,1200,2.0,7400000,2
8090,other,1753,3.0,12000000,3
8092,other,720,2.0,4500000,2
8095,other,1200,3.0,16500000,4
8096,other,700,1.0,4100000,1
8098,other,1595,3.0,11500000,3
8099,other,1353,2.0,11000000,2
8100,other,1200,2.0,8500000,1
8103,other,1325,2.0,9000000,3
8106,other,1056,2.0,8000000,2
8109,other,1544,3.0,12000000,3
8110,other,1200,2.0,6500000,2
8111,other,540,1.0,3600000,1
8112,other,1578,3.0,18000000,3
8114,other,1600,2.0,11500000,2
8115,other,416,1.0,1850000,1
8118,other,834,1.0,6000000,1
8119,other,1125,4.0,7000000,3
8120,other,3000,5.0,26000000,4
8121,other,2160,5.0,25000000,6
8123,other,469,1.0,2500000,1
8128,other,1630,2.0,20000000,2
8130,other,1200,2.0,7000000,3
8131,other,1350,3.0,7700000,3
8132,other,1180,2.0,7834000,3
8133,other,1355,2.0,11500000,2
8134,other,600,1.0,5000000,1
8135,other,1875,3.0,16500000,3
8136,other,600,2.0,5500000,2
8139,other,1750,3.0,12000000,3
8142,other,1092,2.0,9850000,3
8148,other,425,1.0,2003000,1
8150,other,600,1.0,6000000,1
8151,other,1468,2.0,14000000,2
8152,other,4300,5.0,55000000,4
8154,other,775,2.0,5500000,2
8156,other,1000,2.0,9300000,1
8158,other,1352,3.0,13500000,3
8160,other,1200,3.0,9500000,4
8161,other,1976,3.0,18400000,3
8162,other,5500,4.0,60000000,4
8164,other,1200,3.0,9500000,3
8167,other,1180,2.0,6900000,2
8168,other,686,1.0,1700000,1
8169,other,1500,4.0,18000000,4
8171,other,1282,2.0,8700000,2
8173,other,1500,2.0,9500000,3
8174,other,1300,1.0,11500000,2
8175,other,530,1.0,2000000,1
8176,other,1350,2.0,8000000,2
8178,other,2400,6.0,12500000,8
8180,other,1141,2.0,6200000,2
8183,other,950,1.0,4000000,1
8189,other,1480,3.0,9000000,3
8190,other,1600,3.0,9000000,3
8191,other,1200,4.0,13500000,4
8192,other,1500,3.0,11500000,3
8193,other,1824,3.0,12500000,3
8194,other,750,1.0,5625000,1
8201,other,2400,3.0,17000000,3
8203,other,1500,2.0,9800000,3
8204,other,3095,3.0,35000000,3
8206,other,1200,1.0,2800000,1
8207,other,1500,3.0,10000000,3
8209,other,1560,5.0,14500000,5
8211,other,1560,3.0,18800000,3
8212,other,485,1.0,1500000,1
8218,other,1200,3.0,13000000,3
8219,other,1050,2.0,6700000,2
8220,other,1596,3.0,10500000,3
8223,other,1200,3.0,8500000,3
8224,other,1132,2.0,6700000,2
8226,other,1515,3.0,8800000,3
8229,other,1380,2.0,8000000,2
8232,other,4346,5.0,50000000,4
8234,other,2200,3.0,18700000,3
8235,other,3329,3.0,33000000,3
8236,other,3600,4.0,30000000,4
8237,other,3500,3.0,45000000,4
8239,other,1093,2.0,6500000,2
8241,other,1535,3.0,9500000,3
8243,other,1100,2.0,6270000,2
8246,other,2197,4.0,28000000,3
8248,other,1600,3.0,17200000,4
8249,other,1450,2.0,8500000,3
8250,other,2000,3.0,16600000,4
8254,other,1756,3.0,10000000,3
8255,other,1532,3.0,9200000,3
8256,other,1650,3.0,11000000,3
8257,other,1200,2.0,6600000,2
8259,other,1525,2.0,12200000,3
8263,other,2400,3.0,20000000,4
8264,other,1000,2.0,13000000,2
8267,other,1390,3.0,12000000,3
8269,other,1135,2.0,6800000,2
8270,other,900,2.0,5500000,2
8274,other,2500,3.0,25000000,3
8278,other,1269,2.0,6800000,2
8279,other,1168,3.0,7000000,3
8281,other,2100,4.0,15500000,4
8283,other,1515,3.0,9393000,3
8288,other,2700,4.0,21400000,6
8289,other,2000,3.0,21000000,3
8290,other,2400,4.0,30000000,5
8291,other,1760,3.0,17600000,3
8292,other,595,1.0,4200000,1
8297,other,1170,2.0,8600000,2
8298,other,2200,4.0,23500000,4
8299,other,1500,3.0,9500000,3
8306,other,2000,2.0,12400000,2
8307,other,1650,3.0,17500000,3
8309,other,1670,3.0,9186000,3
8313,other,1250,2.0,8000000,3
8314,other,1650,4.0,16000000,3
8315,other,800,2.0,5000000,2
8316,other,1225,2.0,15000000,2
8318,other,3675,4.0,36700000,4
8319,other,1200,2.0,15000000,2
8322,other,1350,2.0,8000000,2
8324,other,1614,3.0,11000000,3
8325,other,1188,2.0,7300000,2
8326,other,1480,3.0,9000000,3
8327,other,680,2.0,4200000,2
8329,other,955,2.0,5355000,2
8331,other,2479,3.0,21500000,3
8332,other,1100,2.0,10600000,2
8335,other,1925,3.0,12000000,3
8336,other,650,1.0,2600000,1
8338,other,2000,3.0,20700000,3
8339,other,1050,2.0,11000000,2
8346,other,1685,2.0,11000000,3
8348,other,1550,3.0,11000000,3
8349,other,500,1.0,2000000,1
8351,other,3155,4.0,37000000,3
8352,other,1765,3.0,10500000,3
8353,other,1265,2.0,7000000,2
8354,other,1012,2.0,5900000,2
8355,other,2045,4.0,15400000,3
8357,other,2400,4.0,28000000,6
8358,other,581,2.0,2500000,1
8359,other,1158,2.0,8500000,3
8362,other,4750,5.0,60000000,4
8363,other,1350,2.0,18500000,2
8364,other,824,2.0,6000000,2
8365,other,1340,2.0,10000000,3
8366,other,1620,2.0,11000000,3
8367,other,1533,3.0,11500000,3
8368,other,1560,3.0,8500000,3
8370,other,750,1.0,2500000,1
8371,other,1375,2.0,8500000,3
8378,other,1500,3.0,8800000,3
8380,other,1140,2.0,7600000,2
8381,other,1198,2.0,8400000,2
8382,other,4000,4.0,52000000,4
